()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:......
NPC-Havel(0);NPC-Persica(0)<Speaker>페르시카</Speaker>||:그때 소장님께 무슨 일이 있는지는 몰라도, 나쁜 일인 것만은 확실했어요.+안색이 매일같이 안 좋아서, 개발팀도 머지않아 해체되는 거 아닌가 싶을 정도였죠.+그리고 얼마 지나지 않아, 루니샤는 연구소를 떠났어요. 가기 전 함께 그 사진을 찍었고... 그 후론 다신 보지 못했어요.
NPC-Havel(0)<Speaker>하벨</Speaker>;NPC-Persica(0)||<BGM>BGM_Empty</BGM>:그렇군... 그럼, 그 루니샤와 자네의 인형은 무슨 관계지?
NPC-Havel(0);NPC-Persica(3)<Speaker>페르시카</Speaker>||:......
NPC-Havel(0);NPC-Persica(3)<Speaker></Speaker>||<BGM>BGM_Sneak</BGM>:페르시카는 양손을 꼭 움켜쥐었다. 창밖으로 스쳐 지나가는 건물들을 바라보던 그녀는 시선을 천천히 다시 차 바닥의 양탄자로 돌렸다.
NPC-Havel(0);NPC-Persica(3)<Speaker>페르시카</Speaker>||:사실... IOP에 입사하기 전, 그 "윌리엄"이란 사람의 연락을 받았어요.
NPC-Havel(1)<Speaker>하벨</Speaker>;NPC-Persica(3)||:흐음?
NPC-Havel(1);NPC-Persica(3)<Speaker>페르시카</Speaker>||:루니샤가 병으로 세상을 떠났다는 소식을 들어서, 저도 리코도 슬퍼하던 때였어요.+어느 날 갑자기 그 "윌리엄"이 저희에게 소포 하나를 보내면서 연락해왔어요.+같은 90Wish 소속이었으니, 아예 모르는 사람은 아니었죠. 하지만 아무도 그를 직접 만나본 적이 없고, 말투도 영 짜증 나서 연구팀 내에서도 평판이 나빴어요.+그래도... 그의 보고서는 정말 언제 봐도 놀라울 따름이었어요. 리코 정도만 해도 희대의 천재라 생각했는데, 윌리엄은 리코 이상의 천재가 틀림없었어요.
NPC-Havel(1)<Speaker>하벨</Speaker>;NPC-Persica(3)||<黑屏1>:자네가 그렇게까지 말하는 걸 보니, 분명 엄청난 물건을 본 모양이지?
()<Speaker>페르시카</Speaker>||<BIN>252</BIN><黑屏2>:저희에게 보낸 그 소포에는... 두뇌의 정보 시퀀스를 담은 데이터가 있었어요. 엄청나게 방대한 데이터여서, 저도 리코도 입이 떡 벌어졌죠.+인간의 두뇌를 전산화, 분석해 기록한 데이터라니, 대체 어떻게 해낸 건지 상상도 안 갔죠.+윌리엄은 이 데이터를 바탕으로 마인드맵을 만들어, 두뇌 구조 샘플로 복원해 달라고 했어요.+그래서 리코와 분석하던 도중, 저희와 루니샤가 함께 했던 기억이 있는 걸 발견했고... 그제서야 그가 무슨 속셈인지 깨달았죠.
()<Speaker>하벨</Speaker>||:인간의 두뇌를 데이터화했다고?+잠깐, 그럼 설마 그 인형들은...
()<Speaker>페르시카</Speaker>||<黑屏1>:네. 그 당시엔 시도하지 않았지만... 결국 저지르고 말았어요...
NPC-Havel(1)<Speaker>하벨</Speaker>||<BIN>166</BIN><黑屏2>:아이고 맙소사 이 아가씨야... AR팀이 특별하단 이유가 바로 그래서였어?+하지만 그렇다면 비록 인형으로라도 루니샤를 되살린 거나 다름없지 않나? 그 윌리엄이란 작자의 정체는 오버스타인 소장일 가능성이 높겠구먼.
NPC-Havel(1);NPC-Persica(2)<Speaker>페르시카</Speaker>||:저희도 처음엔 그렇게 생각했어요. 하지만 소장님은 이쪽 분야 관련 연구를 철저하게 금지했고, 그 스탠스는 당시에도 변함없었어요.+그리고, 정말 소장님이 윌리엄이라면 하벨 씨가 벌써 정체를 밝혀내셨곘죠?
NPC-Havel(0)<Speaker>하벨</Speaker>;NPC-Persica(2)||:눈치도 빨라요. 그래, 당연히 철저하게 조사했지.+하지만 소장은 의심 가는 구석조차 없었네. 하긴, 뒤가 구리면 과학기술부 소장까지 승진하지도 못했겠지.
NPC-Havel(0);NPC-Persica(0)<Speaker>페르시카</Speaker>||:소장님의 입장은 이해가 갔어요. 인류의 윤리 도덕을 어기는 일이니까요.+제가 해보고 싶다고 건의했을 땐 리코까지 단호하게 반대했어요.
NPC-Havel(0)<Speaker>하벨</Speaker>;NPC-Persica(0)||:흐음? 그건 의외군... 철혈을 만들어낸 친구니, 그런 일에 가장 적극적이었을 거라 생각했는데.
NPC-Havel(0);NPC-Persica(0)<Speaker>페르시카</Speaker>||:리코가 그래 보여도 사실은 엄청 보수적인 녀석이었거든요. 자기가 납득 못하는 일에는 누가 뭐래도 절대 자기주장을 굽히지 않았죠. 그건 함께 연구한 제가 누구보다 잘 알아요.+녀석이 찬성할 리도 없었고, 그땐 저도 아직 혼자서는 제대로 된 마인드맵 모듈을 개발할 실력이 안 돼서, "윌리엄"의 요청을 거절할 수밖에 없었죠.+그리고 그 말을 들은 그는 엄청 화를 내면서 저희에게 실망했다, 거절한 대가를 반드시 치르게 하겠다고 으름장을 놓았어요.+하지만 그 욕설을 듣고서도 화가 나진 않았어요.+그는 분명 루니샤를 너무나도 아낀 나머지, 모든 희망을 걸고 저희에게 연락했는데 그것이 허사가 되어서 그렇게 분노했을 테니까요.
NPC-Havel(0)<Speaker>하벨</Speaker>;NPC-Persica(0)||:그자가 다시 연락한 적은 있나?
NPC-Havel(0);NPC-Persica(0)<Speaker>페르시카</Speaker>||<BGM>BGM_Empty</BGM><黑屏1>:아뇨, 그 뒤론 전혀... 적어도 직접 연락한 적은 없어요.+2057년, 그리폰을 노린 연쇄 습격 사건 전까진...
()<Speaker>하벨</Speaker>||<BIN>102</BIN><回忆><黑屏2><BGM>BGM_Room</BGM>:웬 아동들이 그리폰 직원을 공격한 사건들 말이군.+회사 평판 때문에 그 사건 관련 파일은 모조리 파기됐을 텐데?
()<Speaker>페르시카</Speaker>||<黑屏1>:그래도 원본 파일을 보셨겠죠?
()<Speaker>하벨</Speaker>||<BIN>103</BIN><黑屏2><黑屏1>:그렇지, 안젤리아가 자네에게 준 파일이 나한테서 가져간 거거든.
()<Speaker>페르시카</Speaker>||<BIN>104</BIN><黑屏2><黑屏1>:역시 그랬군요...+그럼 벌써 아시겠네요, 그 아이들의 두뇌 데이터가 그때 윌리엄이 저희에게 보냈던 데이터와 거의 일치한다는 사실을요.
()<Speaker>하벨</Speaker>||<BIN>105</BIN><黑屏2><黑屏1>:아니, 그건 처음 듣네.
()<Speaker>페르시카</Speaker>||<BIN>247</BIN><黑屏2>:그땐 리코가 떠난 뒤여서, 전 제가 리코보다 뛰어나단 걸 증명하고 싶었어요. 그래서 그 데이터로 AR팀을 만든 거예요.+물론 그게 윌리엄이 다시 저에게 루니샤를 되살리도록 시키려는 수작이라는 건 어렴풋이 짐작했지만, 그때 전 생각이 짧았어요...+설마 정말로 리코를 해칠 거라고는...
()<Speaker>하벨</Speaker>||:그럼, 리코의 죽음은 계획된 거란 말인가?
()<Speaker>페르시카</Speaker>||<黑屏1>:저도 진상을 밝히고 싶었어요. 하지만 윌리엄은 루니샤를 되살려 달란 요청을 거절한 저희를 원망했으니, 분명 그가 보복한 거겠죠.+그리고 리코가 개발한 엘리사도 분명 윌리엄과 관계 있을 거예요. 어쩌면 루니샤와도 관계가 있을지 몰라요.
NPC-Havel(0)<Speaker>하벨</Speaker>||<关闭蒙版><BIN>166</BIN><黑屏2>:그러니까... 자네와 리코는 윌리엄의 요구를 거절했음에도 불구하고, 몇 년 뒤 자신도 모르게 그가 원하는 일을 하게 되었단 말이로군.+그렇게까지 놀아났으니, 그 작자의 정체에 대해서 분명 알아보는 시늉이라도 했겠지?
NPC-Havel(0);NPC-Persica(0)<Speaker>페르시카</Speaker>||:저도 사적으로 조사해봤는데, 연구소에서 제명됐던 연구원의 이름이 윌리엄이더군요.+하지만 오래전 제명됐다는 것 외에 다른 정보는 없었어요.
NPC-Havel(0)<Speaker>하벨</Speaker>;NPC-Persica(0)||:그럼 그자가 범인이라 생각하나?
NPC-Havel(0);NPC-Persica(0)<Speaker>페르시카</Speaker>||:가능성이 높다고 생각해요. 하벨 씨라면 그자를 찾아내서 잡을 수 있죠?
NPC-Havel(0)<Speaker>하벨</Speaker>;NPC-Persica(0)||<BGM>BGM_Empty</BGM>:유감스럽지만, 우리도 진작에 그자에 관해서 조사해 봤네.+하지만 그 사람은 죽은 지 오래야, 루니샤보다도 먼저 말이지.
NPC-Havel(0);NPC-Persica(1)<Speaker>페르시카</Speaker>||<震屏>:뭐라고요...?!
NPC-Havel(1)<Speaker>하벨</Speaker>;NPC-Persica(1)||:누군가가 제명된 윌리엄이란 자의 신분을 도용해서 활동하고 있다는 뜻이지.+그리고, 이 원래의 윌리엄도 기록이 전부 말소됐어. 마치 처음부터 있지도 않았다는 것처럼 말이야.+이 정도의 정보 조작은... 일개 연구원이 해낼 만한 게 아니네.
NPC-Havel(1);NPC-Persica(3)<Speaker>페르시카</Speaker>||<BGM>BGM_Brain</BGM>:그... 그럼 이 윌리엄은 대체 누구죠?
NPC-Havel(0)<Speaker>하벨</Speaker>||<黑屏1>:머지않아 알게 되겠지, 머지않아.
()<Speaker></Speaker>||<BIN>97</BIN><黑屏2>:리무진은 한 빌딩 안으로 들어서 멈췄고, 하벨은 차에서 내려 주위의 검은 정장들에게 손짓했다.+그 우람한 체격의 경호원들은 차에서 내리는 페르시카를 데리고 빌딩 더욱 깊은 곳으로 들어갔다.+이를 지켜본 하벨은 나지막이 한숨을 내뱉고, 유리창 너머로 비치는 경치를 바라보았다.
NPC-Havel(1)<Speaker>하벨</Speaker>||:슬슬 때가 됐는데.
NPC-Havel(1)<Speaker></Speaker>||:그의 말에 대답하듯, 전화기가 울렸다.
NPC-Havel(0)<Speaker>하벨</Speaker>||:......+그래, 나일세.+페르시카의 신변은 확보했네. 그녀의 안전은 내 확실하게 보장하지.+아는 걸 다 말해 주었어. 우리의 추측과 거의 비슷해.+안전국? 나도 알아. 숙청의 시작일세. 이제 모스크바에 피바람이 불겠지.+뭐, 그 영감이 그 광경을 싫어하진 않을 테지만 말이야.+그나저나, 새삼스럽지만 자네 파트너는 보는 안목이 정말 훌륭하구먼.+정말 전술인형만으로 그 군부대를 막아내다니, 역시 투자하는 보람이 있다니까.+아, 물론 절반은 자네가 내는 거지만 말이지.+그래, 그 친구도 이제 맑은 공기 마실 때가 됐지.+물론이네, 아직은 다 계획대로야. 하지만 추가로 요구할 것이 생겼어.+그곳의 연구 자료를 모조리 안전국에게 넘겨서는 안 되네.+음 음, 유적기구의 양반들이 불편해할걸세. 앞으로의 국면도 생각해 둬야지.+재벌들의 자금은 이미 그 쇠락한 나라에서 유럽으로 흘러들어갔네. 그들도 곧 움직임을 보일 게야.+그 사이비는 아직 신경 쓸 겨를이 없어. 그래도 어디서, 어떻게 자금을 얻는지는 알아볼 테니 걱정 말게나.+그래... 이제 남은 건 연맹이 어떻게 세워지나 구경하는 일이지.
NPC-Havel(0)<Speaker></Speaker>||<黑屏1>:전화기 너머의 말을 들으며, 하벨은 웃었다.
하벨()<Speaker>하벨</Speaker>||<BIN>9</BIN><黑屏2><黑屏1>:후후후... 정말 기대되는구먼.
