()||<BIN>9</BIN><BGM>BGM_Empty</BGM><黑屏1>0,10</黑屏1>:
FairyShield(0)<Speaker>수호요정</Speaker><Position>0,250</Position>||:꺼억~ 잘 먹었습니다! 고마워요, 예쁜 언니!
G36(10)<Speaker>G36</Speaker>||:으... "좀"이라고 했으면서...
FairyShield(0)<Speaker>수호요정</Speaker><Position>0,250</Position>||:네?
G36(10)<Speaker>G36</Speaker>||:아뇨... 배부르게 드셨다니 다행이에요.
FairyShield(0)<Speaker>수호요정</Speaker><Position>0,250</Position>||:언니, 저 숲속에 저처럼 불쌍한 요정들이 잔뜩 있어요!+괜찮으시면, 저 애들도 도와주실 수 없을까요?
G36(10)<Speaker>G36</Speaker>||:네? 조난당한 요정들이 더 있어요?
G36(10)<Speaker>G36</Speaker>||:<color=#A9A9A9>(어쩌면, 기지로 돌아가는 길을 아는 요정이 있을지도 몰라.)</color>
G36(10)<Speaker>G36</Speaker>||<黑屏1>:알겠습니다, 안내해 주세요!
FairyGold(1)<Speaker>황금요정</Speaker><Position>0,250</Position><Shake>||<黑屏2><BIN>7</BIN><Night>:덜덜덜덜덜... 아이 추워! 이대로라면 얼어 죽을 거야!
FairyShield(0)<Speaker>수호요정</Speaker><Position>0,250</Position>||:이쪽이에요, G36 언니! 이쪽으로 가면 저희의 대장이 있어요!
FairyGold(1)<Speaker>황금요정</Speaker><Position>0,250</Position>||:응? 목소리가 들리네. 거기 누구 있어?
G36(10)<Speaker>G36</Speaker>||:아, 찾았다. 역시 다른 요정이 있었군요.
FairyGold(1)<Speaker>황금요정</Speaker><Position>0,250</Position>||:우와아~! 나 좀 도와줘! 돈! 돈이 필요해! 불을 지필 게 다 떨어졌거든!+어제 마지막 남은 돈다발을 다 태워 버려서, 지금은 불에 타지 않는 금괴밖에 남지 않았어!
FairyShield(0)<Speaker>수호요정</Speaker><Position>0,250</Position>||:대장, 지금은 돈다발보단 다른 걸 요구해야 할 상황이라고 보는데요...
G36(10)<Speaker>G36</Speaker>||:그렇다면, 차라리 따뜻하게 입는 편이 낫지 않을까요? 예를 들면, 털양말이라던가...
()||<闪屏><duration>5</duration></闪屏>:이번에도 말이 끝나기가 무섭게, G36의 사탕 지팡이는 다시 빛을 내뿜었어요.
()||:이윽고, 조금 커다랗긴 하지만 요정이 들어가기에 적당한 빨간 양말이 하늘에서 떨어졌습니다.
FairyGold(1)<Speaker>황금요정</Speaker><Position>0,250</Position>||:오오오! 내가 쏙 들어가기 딱 좋은 크기야! 우와, 따뜻하다! 마치 이불 속에 들어간 거 같아!+대단해! 그거, 원하는 대로 다 이루어주는 요술 지팡이야? 네가 바로 전설의 그 산타클로스구나!
G36(10)<Speaker>G36</Speaker>||:아뇨, 사실 저도 영문을 모르겠어요.+그것보다, 그리폰 기지가 어디 있는지 혹시 아세요?
FairyGold(1)<Speaker>황금요정</Speaker><Position>0,250</Position>||:기지? 그리폰? 가서 뭐 하려고?
G36(10)<Speaker>G36</Speaker>||:아직 끝마치지 못한 임무가 있거든요. 빨리 기지로 돌아가야만 해요.
FairyGold(1)<Speaker>황금요정</Speaker><Position>0,250</Position>||:참 이상한 녀석이네. 오늘은 크리스마스 이브라구? 이런 날까지 임무 타령하는 인형이 다 있네...+다른 애들한테 물어봐. 난 그런 거 잘 모르니까.
G36(10)<Speaker>G36</Speaker>||:그렇군요... 알겠어요, 다른 요정에게 물어볼게요.
FairyShield(0)<Speaker>수호요정</Speaker><Position>0,250</Position>||:절 따라오세요! 지금 곤경에 처한 요정이 있는 곳을 알아요!
FairyShield(0)<Speaker>수호요정</Speaker><Position>0,250</Position>||<黑屏1>:그 애는 언니처럼 임무에 충실하니까, 아는 게 있다면 분명 흔쾌히 대답해줄 거예요!
()||<黑屏2><BIN>6</BIN>:수호 요정과 G36은 숲속을 계속 나아갔습니다.+오랜 시간을 걸은 끝에, 아침이 밝고 나서야 눈 덮인 언덕에 도착했습니다.
FairyShield(0)<Speaker>수호요정</Speaker><Position>0,250</Position>||:용사야, 빨리 나와!+빨리 안 나오면 크리스마스가 다 끝나 버릴 거야!
FairyWarrior(0)<Speaker>용사요정</Speaker><Position>0,250</Position><Shake>||:아니, 아직이야! 찰리는 어디 있지? 게릴라 팀은! 내 화염방사기는 또 어디 있고?!
FairyWarrior(0)<Speaker></Speaker>||:갑자기 눈으로 뒤덮인 언덕 한가운데에 구멍이 뚫리더니, 기합이 잔뜩 들어간 외침과 함께 속에서 드론이 튀어나왔어요.
G36(10)<Speaker>G36</Speaker>||:저기, 당신이 지금 곤경에 처해 있다고 들었는데, 맞나요? 필요한 것이 있다면 말해주세요.
FairyWarrior(0)<Speaker>용사요정</Speaker><Position>0,250</Position>||:난 지금 찰리를 찾고 있다! 하지만 땅속이 너무 깜깜해서, 아무것도 보이질 않아!
G36(10)<Speaker>G36</Speaker>||:찰리...? 그게 뭔지는 모르겠지만...+조명 같은 게 필요하다는 말이죠? 그렇다면...
()||<闪屏><duration>5</duration></闪屏>:G36이 사탕 지팡이를 휘두르자, 이번에는 하늘에서 반짝이는 전구 고리가 떨어졌습니다.
()||:그것도 딱 요정이 목에 걸만한 크기였어요.
FairyWarrior(0)<Speaker>용사요정</Speaker><Position>0,250</Position>||:오오! 아주 좋아, 딱 내가 원하던 거로군!+이것만 있으면 땅굴 속에서 찰리를 찾아내 해치울 수 있어!+고맙다, 전우여! 나는 다시 임무에 복귀하겠다!
G36(10)<Speaker>G36</Speaker>||:잠깐만요! 묻고 싶은 게 있...는데...
()||:G36이 용사 요정을 불러 세우기도 전에, 드론은 홀로그램을 띄운 그대로 다시 눈 속으로 뛰어들어 사라져 버렸습니다.
G36(10)<Speaker>G36</Speaker>||:결국 못 물어봤네... 근데, 찰리가 대체 뭐예요?
FairyShield(0)<Speaker>수호요정</Speaker><Position>0,250</Position>||:땅속에 숨은 토끼가 바로 찰리예요. 쟤는 지금 그 토끼를 사냥하느라 정신이 없어요.
G36(10)<Speaker>G36</Speaker>||:...요정의 사고방식은 도통 모르겠네요.
FairyShield(0)<Speaker>수호요정</Speaker><Position>0,250</Position>||:저도 동감이에요.+언니는 지금 그리폰 기지로 돌아갈 방법을 찾고 있는 거죠? 그럼 따라오세요, 알고 있을 만한 요정을 또 한 명 알아요.
G36(10)<Speaker>G36</Speaker>||<黑屏1>:더 이상 기대하진 않지만...+하지만... 누군가가 도움이 필요하다면, 도움의 손길을 내미는 것이 민간용 인형의 본능이에요!
()||<黑屏2><BIN>161</BIN>:그렇게, G36은 다시 요정을 따라갔습니다.
FairyTaunt(1)<Speaker>도발요정</Speaker><Position>0,250</Position>||:푸하하핫! 뭐야 저거, 이런 날씨에 순록 같은 차림으로 돌아다니고!+아~ 너무 웃겨, 아하하하하하!
FairyShield(0)<Speaker>수호요정</Speaker><Position>0,250</Position>||:너, 자꾸 만나는 사람마다 그런 식으로 말하다 해체실로 끌려가도 모른다?
FairyTaunt(1)<Speaker>도발요정</Speaker><Position>0,250</Position>||:뭐 어떡하라고. 내 설정이 이런데, 어떻게 고쳐? 꺄하하!+그리고, 크리스마스인데도 선물도 없지, 같이 놀 사람도 없지! 이딴 명절을 만든 녀석은 확 불타 죽어야 해!
FairyTaunt(1)<Speaker>도발요정</Speaker><Position>0,250</Position>||:이렇게 따분한 명절인데, 남을 비웃는 것 말고 할 일이 뭐가 있겠어?
G36(10)<Speaker>G36</Speaker>||:그럼... 제가 선물을 드릴게요.+심심할 때 가지고 놀 수 있는 장난감이라면... 이런 거 어때요?
()||<闪屏><duration>5</duration></闪屏>:G36이 사탕 지팡이를 휘두르자, 리본과 포장지로 예쁘게 포장된 선물 상자가 빛과 함께 나타났습니다.
FairyTaunt(1)<Speaker>도발요정</Speaker><Position>0,250</Position>||:이건 또 뭐야? 어디어디...+엄마얏! 어우 깜짝이야, 뭐야 이거? 깜짝 상자야? 안에는 뭐가 들었어?
G36(10)<Speaker>G36</Speaker>||:어... 저도 안에 뭐가 든 건지는 모르는데요...
FairyTaunt(1)<Speaker>도발요정</Speaker><Position>0,250</Position>||:하하하! 뭐, 상관없어! 이거 갖고 다른 애들이나 놀래켜야지!+벌써 녀석들이 깜짝 놀라 뒤집어지는 모습이 눈에 선하네! 야호!
FairyShield(0)<Speaker>수호요정</Speaker><Position>0,250</Position>||:어, 야! 잠깐 기다려!
()||:도발요정도, 수호요정과 G36이 불러 세우기도 전에 숲속으로 사라져 버렸어요.
FairyShield(0)<Speaker>수호요정</Speaker><Position>0,250</Position>||:못 말려, 뭘 물어보기는커녕, 감사하다고 인사도 안 하고 그냥 가 버리다니!
G36(10)<Speaker>G36</Speaker>||:괜찮아요. 보답이나 감사를 바라고 온 게 아니니까요.+메이드 인형으로서, 다른 이들을 돕는 것이 제 의무예요!
G36(10)<Speaker>G36</Speaker>||:하지만... 더는 도저히 못 걷겠어요...+지금까지 다른 사람들을 위해 썼으니, 이번엔 나를 위해 써봐야지!
G36(10)<Speaker>G36</Speaker>||:음... 좋아, 지팡이로 먹을 것을 만들어 내자!
()||:G36은 사탕 지팡이를 휘둘러, 보기만 해도 군침이 도는 음식들을 만들어 냈어요.
G36(10)<Speaker>G36</Speaker>||<BGM>BGM_Empty</BGM>:잘 먹겠습니... 어라?
()||:하지만, 음식들은 집으려 해도 손이 그대로 통과될 뿐이지 뭐예요?
G36(10)<Speaker>G36</Speaker>||:어, 어라?+이거 전부 홀로그램이었어...?+사탕 지팡이가 만든 선물과 음식들은 전부... 환상이었던 말이야?+그럼 여태까지 다 헛수고였단 거야...?
()||:G36은 눈앞이 캄캄해졌어요. 마지막 기운마저 빠져나가는 느낌이었죠.
()||:결국 서 있을 힘도 없어진 G36은, 눈 위에 주저앉아 슬프게 울었습니다.+하지만, 그때...
FairyShield(0)<Speaker>수호요정</Speaker><Position>0,250</Position>||:언니, 무슨 일이에요? 누가 괴롭혔어요? 왜 울고 있어요?
G36(10)<Speaker>G36</Speaker>||<BGM>BGM_Moon</BGM>:어, 여러분은... 제가 도와줬던 요정들인가요...?
FairyWarrior(0)<Speaker>용사요정</Speaker><Position>0,250</Position>||:뭣이? 감히 내 전우를 울린 놈은 누구냐! 내가 친히 뼈와 살을 분리시켜 주마!
FairyGold(1)<Speaker>황금요정</Speaker><Position>0,250</Position>||:네 선물을 받고도 아무 보답도 하지 않는 건 좀 부끄러워서 말이지.+그래서, 다들 저마다 숨겨뒀던 보물을...
FairyTaunt(1)<Speaker>도발요정</Speaker><Position>0,250</Position>||:뭐, 보답이라곤 해도 우리 같은 요정들은 쓰지도 못하는 쓰레기니까 말이야, 꺄하하핫!
()||:요정들은 드론의 힘을 합쳐 나무 상자를 끌고 와, G36에게 보여주었어요.+상자 안에는 탄약과 전지, 보존식 등, 당장 필요한 보급품으로 한가득이었어요.
G36(10)<Speaker>G36</Speaker>||:이건...! 여러분, 정말 고마워요! 다 제게 필요한 것들이에요!
FairyShield(0)<Speaker>수호요정</Speaker><Position>0,250</Position>||:다 언니가 도와준 것에 대한 보답이에요.+선물을 받고 기뻐하는 모습을 보면, 기쁨도 두 배니까요.
G36(10)<Speaker>G36</Speaker>||:하지만, 부탁이 하나 더 있어요... 집으로 돌아가려면, 어디로 가야 하나요?
FairyGold(1)<Speaker>황금요정</Speaker><Position>0,250</Position>||:돌아가는 길? 그게 무슨 말이야? 여기의 모든 길은 이 숲속 광장으로 통하는데.
G36(10)<Speaker>G36</Speaker>||:네? 그게 무슨 뜻이죠?+당신 말처럼 정말로 모든 길이 다 이곳으로 통한다면, 왜 다른 인형들은 안 보이는 거죠?
FairyGold(1)<Speaker>황금요정</Speaker><Position>0,250</Position>||:말한 그대로야.+네가 어디에서 어디로 가든지 간에, 결국 여기로 오게 되어 있지.
FairyGold(1)<Speaker>황금요정</Speaker><Position>0,250</Position>||:왜냐면, 다 그렇게 "만들어진" 거니까.+오늘은 크리스마스 이브. 그것도 G36, 너만을 위해 특별히 만들어진 크리스마스 이브야.
G36(10)<Speaker>G36</Speaker>||:그렇군요. 그런... 거였군요...
()||:G36은 눈물을 닦고 일어섰습니다.
G36(10)<Speaker>G36</Speaker>||:요정 여러분... 진심으로 감사드리지만, 저는 꼭 돌아가야만 해요.
FairyTaunt(1)<Speaker>도발요정</Speaker><Position>0,250</Position>||:야, 잠깐만 기다려 봐! 아직 네가 깜짝 상자에 놀라는 모습을 못 봤단 말이야!
FairyWarrior(0)<Speaker>용사요정</Speaker><Position>0,250</Position>||:함께 적의 잔당을 소탕하지 않겠나, 전우여? 분명 아주 재미있을 거야!
FairyShield(0)<Speaker>수호요정</Speaker><Position>0,250</Position>||:정말로 갈 거예요, G36 언니? 왜 그렇게 한시라도 빨리 돌아가려고 해요?+오늘 밤은 저희랑 같이 파티를 즐겨요!
G36(10)<Speaker>G36</Speaker>||:왜냐하면...+...저는 그리폰을 위해 일하는 메이드 인형이니까요.
()||:G36은 작은 발걸음으로 요정들이 선물한 상자에 다가갔어요. 하지만 작은 몸집과는 달리, 눈빛은 자신감과 결심으로 반짝였답니다.
G36(10)<Speaker>G36</Speaker>||:인형은 타인을 돕기 위해 태어났어요. 저 혼자 이렇게 많은 선물을 독차지할 수는 없어요!+저에겐 이 선물들을 모두에게 나눠줘야만 진정한 크리스마스라 할 수 있을 거예요.+여러분, 부탁이에요! 저를 그리폰 기지로 돌려보내 주세요!
FairyGold(1)<Speaker>황금요정</Speaker><Position>0,250</Position>||:흐음... 그러는 걸 보니, 완전히 결심을 굳힌 모양이구나.+알았어, 돌려보내 줄게.
FairyWarrior(0)<Speaker>용사요정</Speaker><Position>0,250</Position>||:결코 너를 잊지 않겠다, 전우여! 너도 우리를 기억해다오!
FairyTaunt(1)<Speaker>도발요정</Speaker><Position>0,250</Position>||:파티 도중에 떠난다니 거 참 무례한 짓이네!+그래도 뭐, 오늘은 실컷 놀았으니 됐어.
FairyShield(0)<Speaker>수호요정</Speaker><Position>0,250</Position>||:다들 준비됐어? 하나~ 둘~!+O Tannenbaum, O Tannenbaum~
G36(10)<Speaker>G36</Speaker>||:<color=#A9A9A9>(고마워요, 여러분... 모두 정말 고마워요...)</color>
()||:요정들은 G36과 선물 상자를 둘러싸고, 크리스마스 캐롤을 불러주었습니다.
()||<黑屏1>:잔잔한 노래를 들으며, G36은 천천히 눈을 감았습니다...
FN57(0)<Speaker>FN57</Speaker>||<BIN>8</BIN><黑屏2>:아, G36. 일어났구나?
FN57(0);G36(0)<Speaker>G36</Speaker>||:음... 솔직히, 이해가 가질 않습니다.+제가 왜 수복실에서 깨어난 거죠?
FN57(0)<Speaker>FN57</Speaker>;G36(0)||:기억 안 나? 하긴, 요새 크리스마스네 뭐네 하면서 일이 참 많긴 했지.+그리고... 너도 참 한결같구나. 크리스마스 물자 운반 도중 팔이 깔려 망가지고 정신까지 잃다니 말이야.+네가 또 수복실로 실려 갔다고 들었을 때, 과연 G36다운 불행이라는 생각마저 들더라니까?
FN57(0);G36(0)<Speaker>G36</Speaker>||:그랬군요. 그럼, 당장 준비 작업에 복귀하겠습니다.
FN57(0)<Speaker>FN57</Speaker>;G36(0)||:아하! 그렇게 말할 줄 알았지.+내가 한발 앞서서, 크리스마스 준비 작업을 전~부 분담해놨어. 지금 네가 거들 일은 없다구.
FN57(0);G36(0)<Speaker>G36</Speaker>||:그렇습니까... 수고하셨습니다, FN57 씨.
FN57(0)<Speaker>FN57</Speaker>;G36(0)||:괜찮아 괜찮아, 나도 얻은 게 있었으니까.+방금 막 크리스마스 이브가 지난 참이야. 파티에 먹고 마실 게 잔뜩 있으니까, 지금 간다면 늦지는 않을 거야.
()||:FN57이 G36의 손을 잡고 밖으로 나서려 했다.
FN57(0);G36(0)<Speaker>G36</Speaker>||:아... 그전에 한 가지 여쭤봐도 될까요?+FN57 씨는... 꿈을 꿔본 적 있으신지요?
FN57(0)<Speaker>FN57</Speaker>;G36(0)||:뭐야, 잠 덜 깼어? 인형이 꿈을 꿀 리가 없잖아.
FN57(0);G36(0)<Speaker>G36</Speaker>||:그럼... 요정은 어떤가요?
FN57(0)<Speaker>FN57</Speaker>;G36(0)||:어째 너답지 않게 초조한 표정이네... 글쎄, 자세한 알고리즘은 지휘관에게 부탁해서 16LAB에게 문의해봐야겠지만...+적어도, 요정은 우리 인형보다는 단순하잖아? 덜하면 덜했지, 더하진 않을 거야.+우린 그저 무의식중에 시스템 자가진단을 할 뿐이야.
FN57(0);G36(0)<Speaker>G36</Speaker>||:자가진단... 말인가요?
FN57(0)<Speaker>FN57</Speaker>;G36(0)||:그래, 고장 났을 때 고쳐야 하는 건 몸뚱이뿐이 아니니까.
FN57(0);G36(0)<Speaker>G36</Speaker>||:저는 아무래도... 방금 전까지, 저만의 크리스마스 이브를 지낸 것 같습니다.
FN57(0)<Speaker></Speaker>;G36(0)||:FN57이 실눈을 뜨고 G36의 얼굴을 바라보았다.
FN57(0)<Speaker>FN57</Speaker>;G36(0)||:흐음...? 그거 좋은 일이네. 우리가 겪는 일은 전부 마인드맵 성장에 기여하니 말이야.
FN57(0);G36(0)<Speaker>G36</Speaker>||:하지만, 그것이 정말로 단순한 환각이었는지 모르겠습니다...+...뭐, 상관없겠죠. 지금은 해야 할 일이 있으니까요.
FN57(0)<Speaker>FN57</Speaker>;G36(0)||:잠깐만, 주머니에서 뭔가 삐져나와 있는데?
G36(0)<Speaker>G36</Speaker>||:네?
G36(0)<Speaker></Speaker>||:FN57 지적해주고 나서야, G36은 허리의 탄입대에서 반쯤 삐져나온 지팡이 사탕을 눈치챘다.
G36(0)<Speaker></Speaker>||:무엇이든 이루어주던 그 사탕 지팡이와 똑같았다.
FairyTaunt(1)<Speaker>도발요정</Speaker><Position>0,250</Position>||:아아아아아! 이런 명절날에 우리한테 보급품 운반을 시키다니! 요정권은 없는 거냐!
FairyWarrior(0)<Speaker>용사요정</Speaker><Position>0,250</Position>||:그 입 다물라, 병사! 오늘 흘린 땀이 많을수록 내일 흐를 피가 적어진다는 것을 모르나!
()||:G36은 콜라를 비롯한 간식이 담긴 보급 상자를 끌고 크리스마스 파티장으로 이동하는 요정들을 멍하니 바라보았다...
G36(0)<Speaker>G36</Speaker>||:네. 확실히, 인형은... 꿈을 꾸지 않죠.+...하지만 어쩌면, 우리는 이미 깨어날 수 없는 꿈속에 있는 것일지도 모르겠네요.
G36(0)<Speaker></Speaker>||:그 말과 함께 미소짓는 G36을 보며, FN57은 고개를 갸우뚱할 뿐이었다.
()||<黑屏1>:
