()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()<Speaker></Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:문을 박차고 도망가는 FNC를 보며, PSG-1은 만족스런 표정으로 필기장에 무언가 끄적였다.
()<Speaker></Speaker>||<回忆><黑屏2><BIN>1</BIN><BGM>BGM_Room</BGM>:작은 숲속.+F1은 나무 위에 앉아, 새까만 밤하늘에 떠 있는 밝은 달을 바라보고 있었다.
F1(2)<Speaker>F1</Speaker><Position>0,150</Position>||:저렇게 아름다운 달은 어떻게 묘사해야 할까...+으음... "하늘에 걸린 둥근 달아..."
()<Speaker></Speaker>||:그때, PSG-1이 그림자 밖으로 나왔다.
PSG1(2)<Speaker>PSG-1</Speaker>||:F1, 내가 방금 저쪽에서 엄청난 경치를 봤어!+무성한 나무 사이로 달빛이 새어 나오는데... 마치 나무 위에 빛나는 보물이 숨겨진 것처럼 보이더라.
()<Speaker></Speaker>||:F1이 눈을 반짝이며 나무 아래로 뛰어내렸다.
F1(2)<Speaker>F1</Speaker><Position>0,150</Position>||:정말!? 어디야? 빨리 가자!
()<Speaker></Speaker>||:두 인형은 어깨를 나란히 하고 어두운 숲속으로 들어갔다.+그리고 얼마 지나지 않아 터져 나온 비명소리에, 새들이 놀라 도망갔다.
F1(2)<Speaker>F1</Speaker><Position>0,150</Position><Shake>||:<size=50>꺄아아아아아아——</size>
()<Speaker></Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:눈물이 그렁그렁한 채로 숲 밖으로 뛰쳐나가는 F1을 보며, PSG-1은 다시 만족스런 표정으로 필기장에 무언가 끄적였다.
()<Speaker></Speaker>||<回忆><黑屏2><BIN>46</BIN><BGM>BGM_stage10</BGM>:잠시 후, 시합장 근처의 엘리베이터 앞.+G36C는 음료를 가지러 간 G36이 돌아오기만을 기다리고 있었다.+그때, 엘리베이터의 램프가 켜졌다.
G36C(4)<Speaker>G36C</Speaker><Position>-100,0</Position>||<BIN>47</BIN>:음...? 언니가 벌써 돌아왔나?
()<Speaker></Speaker>||:엘리베이터의 문이 스르륵 열리더니, 안에서 음산한 분위기의 PSG-1이 걸어 나왔다.
PSG1(2)<Speaker>PSG-1</Speaker>||:안녕 G36C, G36 대신 음료를 주러 왔어.
G36C(4)<Speaker>G36C</Speaker><Position>-100,0</Position>||:아, 고마워요. 언니는 어디 갔나요?
()<Speaker></Speaker>||:PSG-1은 크게 한숨을 쉬었다.
PSG1(2)<Speaker>PSG-1</Speaker>||:G36은 네게 말하지 말라고 했지만...+그래도 알아야 한다고 봐...
()<Speaker></Speaker>||:PSG-1가 G36C의 귓가에 무언가 속삭였다.+그제서야 G36C는 손안의 컵에 담긴 것이 뜨뜻하고 검붉은 액체인 것을 깨달았다. 그리고 고개를 들어, 어둠 속에서 반짝이는 PSG-1의 송곳니를 보더니...
G36C(4)<Speaker>G36C</Speaker><Position>-100,0</Position><Shake>||:<Size=55>꺄아아아아아 언니이이이이이이이!!!</Size>
()<Speaker></Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:계단을 우당탕 뛰어 내려가는 G36C를 보며, PSG-1은 이번에도 만족스런 표정으로 필기장에 무언가 끄적였다.
()<Speaker></Speaker>||<回忆><黑屏2><BIN>9</BIN>:그게 끝이 아니었다. 숙소, 훈련장, 정비실... 각지에서 겁에 질린 비명이 터져 나왔다...
()<Speaker></Speaker>||<SE1>AVG_keyboardtype_sci</SE1><黑点1>:게시판의 실황 글에서조차, MDR이 PSG-1을 <color=#DC143C>"사상 최고의 호러 인형"</color>이라 부를 정도였다.+하지만, 승승장구하던 PSG-1의 기세도 결국 숲속에서 꺾이고 말았다.
()<Speaker>방송</Speaker>||<黑点2><BIN>1</BIN>:<color=#FFFF00>귀신 팀 PSG-1, 아웃! 최종 점수 8점.</color>
()<Speaker></Speaker>||:PSG-1은 무참한 꼴로 수갑이 채워져 십자가에 묶이고 말았다.
PSG1(3)<Speaker>PSG-1</Speaker><Position>0,200</Position>||:......+MDR의 흡혈귀 글을 믿는 게 아니었어...+그래도 결과엔 승복해야겠지. 나 탈락했으니까 어서 풀어 줘.
M870P(0)<Speaker>M870</Speaker>||:무슨 귀신 씻나락 까먹는 소리래? 모처럼 잡은 사냥감인데 모두에게 자랑해야지 않겠어?+내 전리품으로서 얌전히 구경거리가 되렴♪
()<Speaker></Speaker>||<黑屏1>:M870은 싱글벙글 웃으며 다음 사냥감을 찾으러 떠났고, 홀로 남겨진 PSG-1은 바둥거리며 이를 갈았다.
()<Speaker></Speaker>||<黑屏2><BGM>m_avg_labyrinth</BGM>:그렇게 얼마나 몸부림쳤을까, 저 앞에서 수풀을 헤치고 KSVK가 나타났다.
KSVK(4)<Speaker>KSVK</Speaker>||:저 멀리서 운명이 부르는 소리가 들리는군...
PSG1(3)<Speaker>PSG-1</Speaker><Position>0,200</Position>||:어, KSVK? 마침 잘됐다, 나 좀 도와줘...
KSVK(4)<Speaker>KSVK</Speaker>||:나를 부른 게 너로구나, PSG-1.+수갑이 채워져서 십자가에 묶인 건가? 흡혈귀에게 참 잘 어울리는 꼴이군.
PSG1(3)<Speaker>PSG-1</Speaker><Position>0,200</Position>||:비웃지 말고 빨리 풀어 주기나 해!
()<Speaker></Speaker>||:KSVK가 가까이 가서 보니, PSG-1 손목에는 몸부림으로 인한 상처가 한가득했다.
KSVK(4)<Speaker>KSVK</Speaker>||:여기에 얼마나 오래 묶여 있었지?
PSG1(3)<Speaker>PSG-1</Speaker><Position>0,200</Position>||:모르겠어... 묶인 뒤로 나온 방송 횟수로 짐작하면, 대충 한 시간...?
KSVK(4)<Speaker>KSVK</Speaker>||:그렇게 묶여 있던 동안, 누가 떠오르던가?
PSG1(3)<Speaker>PSG-1</Speaker><Position>0,200</Position>||:......
()<Speaker></Speaker>||:PSG-1의 머릿속엔 기대로 가득 찬 m45의 모습이 떠올랐다.
PSG1(3)<Speaker>PSG-1</Speaker><Position>0,200</Position>||:다들 담력 시합에 정신이 팔렸구나... 헤헤헤...
()<Speaker></Speaker>||:KSVK는 쓴웃음을 짓는 PSG-1을 조용히 지켜봤다.
KSVK(4)<Speaker>KSVK</Speaker>||:시합에 참가하지 않은 인형이 하나 있다.+오직 베이커리에만 관심이 있으면서, MDR의 게시글에서 계속해서 너에 대한 정보를 묻고 있더군. 광팬이라도 되는 것처럼 말이지.
PSG1(3)<Speaker>PSG-1</Speaker><Position>0,200</Position><Shake>||:......
KSVK(4)<Speaker>KSVK</Speaker>||:최신 댓글을 보아하니, 그 인형은 지금 골에서 그대를 기다리고 있는 모양이다.
PSG1(3)<Speaker>PSG-1</Speaker><Position>0,200</Position>||:m45가...?
KSVK(4)<Speaker>KSVK</Speaker>||:과연 누가 너처럼 처참한 꼴이 된 흡혈귀를 그리 걱정하는지 모르겠다만, 궁금하면 직접 가 보도록 해라.
()<Speaker></Speaker>||<黑屏1>:KSVK는 수갑을 풀어 준 뒤, 발길을 돌렸다.
()<Speaker>KSVK？</Speaker>||<BGM>BGM_Empty</BGM><黑屏2><BIN>9</BIN>:<size=25>인정하기 싫지만, 나도 정말 그리폰의 버러지들과 비슷한 점이 있나 보군.</size>
()<Speaker>PSG-1</Speaker>||:방금 뭐라고 했어?
()<Speaker></Speaker>||<黑屏1><关闭蒙版><SE1>AVG_whitenoise</SE1>:KSVK는 대꾸도 하지 않고 그대로 어둠 속으로 모습을 감췄다.
()<Speaker></Speaker>||<Night><BIN>82</BIN><睁眼>:그리고, PSG-1이 깨어나 눈을 번쩍 떴다.
m45(2)<Speaker>m45</Speaker>||:PSG-1 씨! 드디어 깨어났군요!
PSG1(2)<Speaker>PSG-1</Speaker>||:어... 무슨 일이 있었던 거지...? 핼러윈날 꿈을 꾸던 것 같은 느낌이었는데...
()<Speaker></Speaker>||<BGM>BGM_Hello</BGM>:m45는 안도하며 PSG-1을 부축해 일으켜 세웠다.
m45(2)<Speaker>m45</Speaker>||:방금 막 수복 캡슐에서 나왔어요. 어젯밤 담력 시합에서, PSG-1 씨가 십자가에 묶인 채로 너무 오랫동안 몸부림치고 소리 지르는 바람에...+결국 일부 기억을 백업하지 못하고 에너지가 바닥나서, 마인드맵의 기록에 혼란이 발생했을 수 있대요. +카리나 씨도 기억이 꼬일지도 모르니까, 어제 있었던 일을 정리하는 편이 좋다고 했어요.
PSG1(2)<Speaker>PSG-1</Speaker>;m45(2)||:다 M870 그 녀석 때문이야... 아무튼 정리를 해봐야겠네...+꿈속에서... 상으로 오븐을 타서 너한테 주려고, 다른 인형들을 잔뜩 놀래키고 다녔어.+MDR이 날 "사상 최고의 호러 인형"이라고 부를 정도였다니까!
PSG1(2);m45(2)<Speaker>m45</Speaker>||:......+그럼, 처음부터 얘기해 주세요.
PSG1(2)<Speaker>PSG-1</Speaker>;m45(2)||:알았어, 내 활약상을 처음부터 끝까지 전부 들려줄게.+먼저, 창고에 가서 안에 있던 초콜릿을 모조리 숨겼어.+그리고 FNC가 초콜릿을 슬쩍하러 왔을 때, 흡혈귀 모습으로 나타나서 가짜 피로 녀석을 겁줘서 도망가게 만들었지!
PSG1(2);m45(2)<Speaker>m45</Speaker>||:네, 확실히 창고에서 흡혈귀 모습으로 나타나서, 바닥에 피를 뿌려 FNC 씨를 놀래키려 했어요.+그리고, FNC 씨를 놀래키긴 했지만...
PSG1(2)<Speaker>PSG-1</Speaker>;m45(2)||:했지만...?
PSG1(2);m45(2)<Speaker>m45</Speaker>||:PSG-1 씨는 바닥에 뿌린 피를 잘못 밟고 미끄러졌어요. 선반까지 넘어뜨려서 FNC 씨가 깔릴 뻔했다니까요...
PSG1(2)<Speaker>PSG-1</Speaker>;m45(2)||:어......+그, 그럼 다음 이야기로 넘어가자.
PSG1(2);m45(2)<Speaker>m45</Speaker>||:네. 침착하게 물 한 모금 마시면서 마음을 진정시키세요.
PSG1(2)<Speaker>PSG-1</Speaker>;m45(2)||:후우... 그다음엔, 숲에 가서 달구경을 하던 F1을 발견했어.+엄청난 경치를 찾았다고 속이고 데려가다가, 도중에 늑대인간의 소리가 들린 것 같다고 했지!+F1 녀석, 얼굴이 보름달처럼 창백해졌다니까! 하하하!
PSG1(2);m45(2)<Speaker>m45</Speaker>||:확실히 F1가 숲에서 달구경을 하고 있었죠. 하지만...
PSG1(2)<Speaker>PSG-1</Speaker>;m45(2)||:이번엔 또 뭐야...
PSG1(2);m45(2)<Speaker>m45</Speaker>||:PSG-1는 F1 씨에게 다가가다가 나무뿌리에 발이 걸려 넘어져서 나무에 머리를 찧고 말았어요.+엄청 처절하게 울부짖어서, F1 씨가 깜짝 날라 나무에서 떨어질 뻔했고요...
PSG1(2)<Speaker>PSG-1</Speaker>;m45(2)||:......+됐어! 다음 이야기는 분명 제대로 기억하고 있을 거야!
PSG1(2);m45(2)<Speaker>m45</Speaker>||:네, 말해 주세요.
PSG1(2)<Speaker>PSG-1</Speaker>;m45(2)||:엘리베이터 문 앞에서 G36C가 혼자 있었어. G36이 음료를 사 온다고 하는 걸 들었거든. 그래서 거기서 G36이 올 때까지 꼼짝도 안 하겠구나 했지!+그래서 G36이 대신 전해 달라 했다면서 속이고 가짜 피 한 컵을 줬어.+그다음, 흡혈귀 이야기로 겁을 줘서 헐레벌떡 계단으로 도망가게 만들었어!
PSG1(2);m45(2)<Speaker>m45</Speaker>||:G36C 씨가 당신에게 놀란 건 사실이지만...+으음, 그냥 사소한 건 신경쓰지 말도록 해요. 아무튼 PSG-1 씨가 G36C 씨를 놀래키는 덴 성공했어요!
PSG1(2)<Speaker>PSG-1</Speaker>;m45(2)||:휴우... 드디어 정확한 기억이 나왔네.
PSG1(2);m45(2)<Speaker>m45</Speaker>||:그다음은요? G36C 씨를 놀래키고 어디로 갔나요?
PSG1(2)<Speaker>PSG-1</Speaker>;m45(2)||:그다음엔 다시 숲으로 갔는데, 역으로 흡혈귀인 척하던 M870한테 당해 버렸어.+결국 십자가에 묶여서...
PSG1(2);m45(2)<Speaker>m45</Speaker>||:아, 그건 사실이랑 정확하게 일치하네요!
PSG1(2)<Speaker>PSG-1</Speaker>;m45(2)||:그런데 왜일까, 하나도 안 기쁘네...
PSG1(2);m45(2)<Speaker>m45</Speaker>||:그다음에는요? PSG-1 씨가 의식을 잃기 전에 마지막으로 기억 나는 건 뭐였나요?
PSG1(2)<Speaker>PSG-1</Speaker>;m45(2)||:으음... 십자가에 한참을 묶여 있었는데, KSVK가 나타나서 날 풀어 줬어. 그리고 몇 마디 하더니 다시 사라졌어.+그리고 내... "꿈"도 거기서 끝났고.
PSG1(2);m45(2)<Speaker>m45</Speaker>||:정지된 PSG-1 씨를 데려온 건 KSVK 씨가 맞아요.
PSG1(2)<Speaker>PSG-1</Speaker>;m45(2)||:그래서, MDR이 게시판에 날 "사상 최고의 호러 인형"이라고 부른 건 진짜야?
PSG1(2);m45(2)<Speaker>m45</Speaker>||:어... MDR 씨가 PSG-1 씨에 관한 글을 올리긴 했어요. 그런데...+당신에게 붙인 호칭은... <color=#32CD32>"사상 최고로 불행한 호러 초보"</color>였어요...
PSG1(2)<Speaker>PSG-1</Speaker><Shake>;m45(2)||<BGM>BGM_Empty</BGM>:말도 안 돼...
PSG1(2)<Speaker>PSG-1</Speaker>||:잠깐만. 생각해 보니, 어제 있었던 일을 전부 수첩에 적어놨어!
()<Speaker></Speaker>||:PSG-1는 허둥지둥 주머니에서 수첩을 꺼내, 한 줄씩 읽었다.
PSG1(2)<Speaker>PSG-1</Speaker>||:......+창고에서, FNC에게 피바다 작전. 약간의 오차 발생...+숲에서, F1에게 늑대인간 작전. 약간의 오차 발생...+엘리베이터 앞에서, G36C에게... 아무튼 성공...
()<Speaker></Speaker>||:한 줄씩 읽어 내려가던 PSG-1의 손에서 수첩이 스르륵 미끄러 떨어졌다. 단숨에 방전된 느낌이었다.
PSG1(2)<Speaker>PSG-1</Speaker>||<BGM>GF_Memorial</BGM>:그럼... 스마트 오븐은... 못 얻은 거야...?
PSG1(2);m45(2)<Speaker>m45</Speaker>||:죄송해요, PSG-1 씨...+최종 점수는 8점이었는데, 딱 1점 차로...
PSG1(2)<Speaker>PSG-1</Speaker>;m45(2)||:......+그렇구나...+사과해야 하는 건 나야... 약속했는데...
PSG1(2);m45(2)<Speaker>m45</Speaker>||:괜찮아요.+그래봤자 겨우 오븐인걸요. 그렇게 중요한 게 아니에요.
PSG1(2)<Speaker>PSG-1</Speaker>;m45(2)||:......+난 괜찮아, 위로하지 않아도 돼...+몇 번이고 창피한 꼴을 보였을 뿐이니까... 일상생활에서조차 자기 앞가림도 못 하는 인형에겐 당연한 일이야...
PSG1(2);m45(2)<Speaker>m45</Speaker>||:위로하는 게 아니에요!+오히려 고마운걸요!
PSG1(2)<Speaker>PSG-1</Speaker>;m45(2)||:고맙다니 뭐가? 약속한 오븐도 못 얻었는데...
PSG1(2);m45(2)<Speaker>m45</Speaker>||:맛있는 과자는 최신형 오븐이 아니어도 얼마든지 구울 수 있어요!
m45(2)<Speaker>m45</Speaker>||:비결을 가르쳐 드릴까요?
PSG1(2)<Speaker>PSG-1</Speaker>||:무슨 비결?
()<Speaker></Speaker>||:m45는 PSG-1의 귓가에 대고 상냥하게 속삭였다.
m45(2)<Speaker>m45</Speaker>||:그건 바로...+과자를 먹을 사람이 지을 미소를 상상하면서, 그 미소를 같이 반죽하는 거예요.+만약 PSG-1 씨의 미소가 없었다면, 이렇게 맛있는 과자는 구울 수 없었을 거예요.
()<Speaker></Speaker>||:m45가 주머니에서 과자 하나를 꺼내, 시무룩한 PSG-1에게 건넸다.
m45(2)<Speaker>m45</Speaker>||:PSG-1 씨에게서 영감을 얻어 만든 "뱀파이어 쿠키"랑 "블러디 젤리"에요.+그러니까, PSG-1 씨도 이 과자를 생각하면서 미소를 잃지 마세요!
()<Speaker></Speaker>||:PSG-1은 흡혈귀 모양의 쿠키를 보곤, 자신도 모르게 미소를 지었다.
PSG1(2)<Speaker>PSG-1</Speaker>||:고마워, m45...
PSG1(2);m45(2)<Speaker>m45</Speaker>||:저야말로 고마워요, PSG-1 씨.
PSG1(2)<Speaker>PSG-1</Speaker>;m45(2)||:참, KSVK한테도 고맙다 해야겠네.
PSG1(2);m45(2)<Speaker>m45</Speaker>||:네! 저도 가볼 생각이었어요.
m45(2)<Speaker>m45</Speaker>||<黑屏1>:KSVK 씨께 드릴 과자도 준비했어요. 같이 가요.
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM><Night><BIN>97</BIN><黑屏2>:...10분 후.+KSVK의 방 문 앞.
PSG1(2)<Speaker>PSG-1</Speaker>||<SE1>AVG_doorknock_wood</SE1>:KSVK, 안에 있어?+고맙다 인사하러 왔는데...
()<Speaker></Speaker>||:...반응이 없었다.
m45(2)<Speaker>m45</Speaker>||:KSVK 씨, 안 계시나 보네요? 그럼 과자는 문 앞에 두고 가죠.
()<Speaker></Speaker>||:그때 숙소의 문이 살짝 열리더니, 이상하게 소름 끼치도록 번뜩이는 KSVK의 두 눈이 틈 너머로 보였다.
KSVK(4)<Speaker>KSVK</Speaker>||:어서 와라. 내가 무서운 이야기를 하나 해 주지...
