()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()<Speaker></Speaker>||:들뜬 마음에 88식의 눈이 한순간 반짝였지만, 이내 시무룩해졌다.
Type88(4)<Speaker>88식</Speaker>||:아니야... 그냥 여기서 가만히 있자...+수영하기 무서워... 바다 무서워...+긴급 구조 임무를 수행해 봤자, 수영도 못 하는 난 이 긴급 구명 키트에 기댈 수밖에 없어...+만약 작동 실패라도 했다간 모두에게 웃음거리가 되고 말 거야...
Type88(4)<Speaker>88식</Speaker>||:으으... 웃음거리 되기 싫어...+그래도 모두와 함께 있고 싶은데...
()<Speaker>지휘관</Speaker>||:88식, 어디 있니?
Type88(4)<Speaker>88식</Speaker>||:지휘관님... 날 찾으러 오신 건가?+아아, 감동이야. 내가 사라진 걸 벌써 눈치채시다니...+그래도, 여기 있는 걸 들키기 싫어...+날 찾아내면 분명 혼내실 걸야...
Type88(4)<Speaker>88식</Speaker>||:그런데... 못 찾았다고 그냥 날 버리고 가진 않겠지...?
()<Speaker>지휘관</Speaker>||<黑点1><BGM>BGM_Empty</BGM>:아, 여기 있었구나.
Type88(4)<Speaker>88식</Speaker>||<黑点2><BIN>162</BIN>:지, 지휘관님...
()<Speaker>지휘관</Speaker>||:왜 상자 속에 숨어 있었어?
Type88(4)<Speaker>88식</Speaker>||<BGM>BGM_Moon</BGM>:저... 세르듀코프 씨의 짐이 되기 싫어서요...+절 데리고 있는 것보다, 혼자서 임무를 수행하는 편이 더 수월할 것 아니에요...
()<Speaker>지휘관</Speaker>||:그거, 세르듀코프랑 얘기해 보고서 하는 말이니?
Type88(4)<Speaker>88식</Speaker>||:어... 아뇨...
()<Speaker>지휘관</Speaker>||:네가 보이질 않는다고 보고한 사람이 바로 세르듀코프야.+지금 널 찾느라 사방팔방을 뛰어다니고 있단다.+널 위해서 특별 훈련까지 준비했다던걸?
Type88(4)<Speaker>88식</Speaker>||:......
SPS(2)<Speaker>세르듀코프</Speaker>||:여기에 있었구나, 88식.
()<Speaker>지휘관</Speaker>||:그럼 88식을 부탁한다.
()<Speaker></Speaker>||:지휘관은 88식의 어깨를 가볍게 토닥인 뒤, 다른 팀의 상황을 살피러 떠났다.
Type88(4)<Speaker>88식</Speaker>||:죄, 죄송해요 세르듀코프 씨...+멋대로 사라져서...
SPS(2)<Speaker>세르듀코프</Speaker>||:괜찮아.+나도 네가 첫 해상 임무를 받아서 얼마나 스트레스를 받았는지를 고려하지 않았어.+수영 훈련을 시킬 생각만 했지, 네가 어떤 기분인지 신경 쓰지 않아서 미안해.
Type88(4)<Speaker>88식</Speaker>||:아뇨, 세르듀코프 씨는 이미 충분히 신경 써 주셨어요.+고마워요...
SPS(2)<Speaker>세르듀코프</Speaker>||:있잖아, 사실은 나도 처음 해상 임무를 맡았을 땐 엄청 긴장했어.+하지만 넌 자신의 두려움과 불안함을 표출할 줄 아니, 따지고 보면 나보다 나은 거야.+그때 난 불안함을 감추려고 억지로 괜찮은 척했거든.
SPS(2)<Speaker>세르듀코프</Speaker>||:그때, 내 대장은 나한테 짜증을 내기는커녕 오히려 날 믿어 주었어.+대장이 아니었다면, 난 아마 그 임무를 망치고 다시는 해상 임무를 맡으려 하지 않았을 거야.+그러니까, 그때 내가 받은 신뢰를 이번엔 너에게 전해 주고 싶어.
Type88(4)<Speaker>88식</Speaker>||:하지만, 전 수영을 전혀 못 하는걸요...+그런데 다른 사람이 물에 빠지면 구조하라니...+전 못 해요...
Type88(4)<Speaker>88식</Speaker>||:이것 보세요... 긴급 구명 키트도 만들었는데...+시간이 부족해서 미완성품이에요...
SPS(2)<Speaker>세르듀코프</Speaker>||:그런 걸 만들었다는 건, 너도 임무를 잘 완수하고 싶어서 아니야?+그건 좋은 시작이야. 뭐든지 시작부터 완벽할 순 없는 법이라고.+자, 어서 가자. 내가 계획한 해상 구조 특훈을 받으면 어느 정도는 보완할 수 있을 거야!
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:세르듀코프는 88식의 손을 잡고, 함께 바닷가로 달렸다.
Type88(4)<Speaker>88식</Speaker>||<黑点1>:아, 안 돼요...!
()<Speaker></Speaker>||<BIN>9</BIN><黑点2>:......
()<Speaker>세르듀코프</Speaker>||:88식, 눈 떠 봐.
()<Speaker>88식</Speaker>||:바, 바다에 다 왔나요...?+바람에서 짠맛이 느껴지는데요...
()<Speaker>세르듀코프</Speaker>||:그래, 지금부터 바다를 체험하는 훈련을 할 거야.+자, 한 발 더 내디뎌 봐. 시원한 바닷물이 느껴져?
()<Speaker>88식</Speaker>||:에엑!?+꺄아아악! 무서워요!
()<Speaker></Speaker>||<黑屏1>:88식은 여전히 눈을 질끈 감은 채로, 세르듀코프의 손을 뿌리치고 도망치려 했다.+하지만 언제부터 그곳에 있었는지도 모를 비치 볼을 밟아 모래 위에 꽈당 넘어지고 말았다.
SPS(2)<Speaker>세르듀코프</Speaker>||<睁眼><BIN>162</BIN>:88식!+괜찮아?!
Type88(5)<Speaker>88식</Speaker>||<BGM>m_avg_casual</BGM>:어푸푸...+이건... 모래의 촉감인가요...?+푹신푹신하고, 부드러워요...
SPS(2)<Speaker>세르듀코프</Speaker>||:맞아.+바다는 무섭기만 한 게 아니라, 부드러운 면도 있어. 네가 받아들일 수 있다면 말이지.
()<Speaker></Speaker>||:세르듀코프는 다시 88식에게 손을 내밀었다. 잠시 망설였지만, 88식도 다시 그 손을 잡았다.+모래보다도 부드러운 손이었다.
SPS(2)<Speaker>세르듀코프</Speaker>||:자아~ 그럼 바다 체험 훈련을 다시 시작해 볼까?
Type88(4)<Speaker>88식</Speaker>||:네...
()<Speaker></Speaker>||:세르듀코프의 손을 잡고서, 88식은 천천히 얕은 물로 발을 내디뎠다.+시원한 물보라가 두 인형의 발에 부드러운 모래를 뿌리며 간지럽혔다.+88식은 놀라움과 신기함으로 가득 찬 얼굴로 세르듀코프를 바라봤고, 두 인형은 이내 마주 보며 활짝 웃었다.
SPS(2)<Speaker>세르듀코프</Speaker>||:여기서 구조 훈련을 시작하자!
Type88(4)<Speaker>88식</Speaker>||<黑点1>:네!
()<Speaker></Speaker>||<黑点2>:...1시간 후.
SPS(2)<Speaker>세르듀코프</Speaker>||:기초적인 구조 훈련 내용은 이상이야.+이제 해변을 순찰하면서 모두의 안전을 지키자!
Type88(4)<Speaker>88식</Speaker>||:구조 관련 지식을 많이 기억했지만, 그래도 역시...
SPS(2)<Speaker>세르듀코프</Speaker>||:괜찮아, 순찰하면서 되새기면 돼!
Type88(4)<Speaker>88식</Speaker>||:전부는 아니더라도, 하나씩 실천하면서 확실히 하고 싶어요.+후우... 일단 과정부터 다시 확인할게요...+제일 먼저... 어... 준비 운동이었나?+그리고...
SPS(2)<Speaker>세르듀코프</Speaker>||:얘도 참, 그렇게 많이 긴장했어?+그래도 뭐, 긴장하는 건 정상이야. 그만큼 동료의 안전을 중요시한다는 뜻이니까.+긴장하는 만큼, 잠재적 위험에 더욱 신중하게 대처할 수 있지.
Type88(4)<Speaker>88식</Speaker>||:그 말은...+긴장한 상태라면 보이지 않는 문제를 오히려 더 많이 발견할 수 있다는 건가요?+음... 듣고 보니 맞는 말인 것 같아요...
SPS(2)<Speaker>세르듀코프</Speaker>||:내 말은, 도저히 긴장이 풀리지 않을 땐 억지로 풀지 않아도 돼.+긴장감을 장애물로 보지 말고, 네 힘으로 삼으란 거지.
Type88(4)<Speaker>88식</Speaker>||:긴장감을... 힘으로요?
SPS(2)<Speaker>세르듀코프</Speaker>||:그래. 예를 들어서, 네가 이번 임무를 맡았을 때 잘하지 못할까 봐 엄청 걱정했잖아?+그 불안함 때문에 긴급 구명 키트를 만든 거고. 그건 좋은 시작이라고 내가 아까 말했잖아.
Type88(4)<Speaker>88식</Speaker>||:사실... 긴급 구명 키트라 해봤자, 그냥 튜브를 전개하는 외장 모듈일 뿐이에요...+어떻게 해야 튜브를 손상시키지 않고 부피를 최소화할지 한참을 고민했고...+작동하는 순간 어떻게 해야 튜브를 빨리 전개할지도...+이런 문제의 해결 방안도 전부 아직 시험 단계예요...+그러니까... 시간이 모자랐――
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:<size=30>꺄아아아아——</size>+먼바다에서 누군가의 비명이 들려왔다.
Type88(4)<Speaker>88식</Speaker>||<BGM>m_avg_tension</BGM>:세르듀코프 씨, 저 소리 들었어요?
SPS(2)<Speaker>세르듀코프</Speaker>||:무슨 소리?
Type88(4)<Speaker>88식</Speaker>||:저기에서 누가 비명을 지른 것 같은데...
SPS(2)<Speaker>세르듀코프</Speaker>||:그래? 해수면도 잔잔하기만 한데...+잠깐 기다려 봐, 망원경 가져올게.
()<Speaker></Speaker>||<黑点1>:세르듀코프는 망원경을 가지러 가방을 둔 곳으로 달려갔다.
()<Speaker></Speaker>||<黑点2><BIN>9</BIN>:그 사이, 88식은 혼자서 멍하니 바다 너머 지평선을 바라봤다.
Type88(4)<Speaker>88식</Speaker>||:너무 긴장한 탓에 청각 모듈에 오류라도 생겼나...?+정말 다급한 비명 소리였는데...
Type88(4)<Speaker>88식</Speaker>||:잘못 들은 게 아니라면, 이 시간에 물속에서 임무를 수행 중인 사람은 선봉 수색팀밖에 없어.+하지만 루이스 씨는 저쪽에서 낚시를 하고 있으니까, 남은 건 R93 씨뿐인데...
Type88(4)<Speaker>88식</Speaker>||:R93 씨의 외모 특징은...
()<Speaker></Speaker>||:88식은 해수면을 주의 깊게 살펴보며, 마인드맵 기록을 검색했다.
Type88(4)<Speaker>88식</Speaker>||:맞아, 저기 물 위에 보이는 분홍색 머리였어.+....잠깐, 저거 R93 씨의 머리잖아?!
Type88(4)<Speaker>88식</Speaker>||:어떡하지!?+당장 구하러 가야 하나...?
Type88(4)<Speaker>88식</Speaker>||:세르듀코프 씨가... 난 모두의 신뢰를 받고 있다고 했어...
Type88(4)<Speaker>88식</Speaker>||:후우......
()<Speaker></Speaker>||<黑屏1>:88식은 숨을 깊게 들이마신 뒤, 눈을 감았다. 그 순간 바람이 멎고, 파도도 조용해지고, 지저귀던 새들도 입을 다물었다.
()<Speaker></Speaker>||<黑屏2><BIN>162</BIN>:......
()<Speaker></Speaker>||:88식은 눈을 부릅뜨고서, 바다를 향해 내달렸다. 바다 따윈 애초부터 두려워한 적 없는 것처럼.
Type88(4)<Speaker>88식</Speaker>||:R93 씨!+제가 구해드릴게요!
()<Speaker></Speaker>||:88식은 전력으로 달려갔다. 바닷냄새 가득한 바람이 얼굴을 스쳤고, 시원한 물보라가 발을 적셨다. 재잘거리는 새들도 마치 응원하는 것 같았다.
()<Speaker></Speaker>||:얼마나 갔을까, 뒤도 돌아보지 않고 달리던 88식은 몸이 갑자기 무거워진 것을 느꼈다. 발을 앞으로 내딛는 것마저 힘겨워졌다.+그제서야, 88식은 바닷물이 자신의 가슴까지 온 것을 알아차렸다.+당황한 나머지 발까지 헛디디고 말았다.
Type88(4)<Speaker>88식</Speaker>||<BGM>BGM_Empty</BGM>:아앗...+진정해, 88식!
()<Speaker></Speaker>||:[긴급 구명 키트 전개.]+[시스템 오류 - 튜브 전개 실패.]
Type88(4)<Speaker>88식</Speaker>||:어, 어째서...?+이러면 안 되는데...!
()<Speaker></Speaker>||:[긴급 구명 키트 전개.]+[시스템 오류 - 튜브 전개 실패.]
Type88(4)<Speaker>88식</Speaker>||:살려줘요! 켁켁!+저... 어푸... 저 수영 못 해요!
Type88(4)<Speaker>88식</Speaker>||<BGM>GF_Memorial</BGM>:(으으... 여기까지인가...)+(세르듀코프 씨가 열심히 가르쳐 줬는데...)+(그런데도 난 여전히 아무것도 할 줄 모르고...)+(분명... 엄청 실망하겠지...?)
()<Speaker>세르듀코프</Speaker>||<Delay>:88식! 조금만 참아!+지금 구해줄게!
Type88(4)<Speaker>88식</Speaker>||:(아... 세르듀코프 씨!)+(날 구하러 와줬어...)
Type88(4)<Speaker>88식</Speaker>||:세르듀코프 씨!+저... 어푸... 저 여기 있어요!
()<Speaker>세르듀코프</Speaker>||:거의 다 왔어!
Type88(4)<Speaker>88식</Speaker>||:(저게 전문 훈련을 받은 모습이구나.)+(날 구하기 위해서 필사적으로 헤엄쳐 오고 있어...)
Type88(4)<Speaker>88식</Speaker>||:(어...? 저건 까마귀잖아?)+(왜 까마귀가 세르듀코프 씨의 가방을 물고 있지? 어!? 물건을 떨어뜨리잖아?! 저래서는 마치 공격하는 것 같은데...)+(아, 세르듀코프 씨도 당황하고 있어...)
()<Speaker>세르듀코프</Speaker>||:아앗! 어푸어푸, 이런...!+종아리에... 쥐가... 아니라 고장 났어! 어푸어푸...
Type88(4)<Speaker>88식</Speaker>||:(세르듀코프 씨!)+(안 돼...!)
Type88(4)<Speaker>88식</Speaker>||<黑点1>:(어떡하면 되더라?)+(세르듀코프 씨가 가르쳐 준 내용...)+(빨리 생각해내, 빨리 떠올리란 말이야, 88식!)
SPS(2)<Speaker>세르듀코프</Speaker>||<黑点2><回忆>:있잖아, 사실은 나도 처음 해상 임무를 맡았을 땐 엄청 긴장했어.+하지만 넌 자신의 두려움과 불안함을 표출할 줄 아니, 따지고 보면 나보다 나은 거야.+그때 난 불안함을 감추려고 억지로 괜찮은 척했거든.
SPS(2)<Speaker>세르듀코프</Speaker>||:그때, 내 대장은 나한테 짜증을 내기는커녕 오히려 날 믿어 주었어.+대장이 아니었다면, 난 아마 그 임무를 망치고 다시는 해상 임무를 맡으려 하지 않았을 거야.+그러니까, 그때 내가 받은 신뢰를 이번엔 너에게 전해 주고 싶어.
()<Speaker></Speaker>||:......
SPS(2)<Speaker>세르듀코프</Speaker>||<黑点1>:내 말은, 도저히 긴장이 풀리지 않을 때 말이야.+긴장감을 장애물로 보지 말고, 네 힘으로 삼으란 거지.
Type88(4)<Speaker>88식</Speaker>||<黑点2><关闭蒙版>:후우...
Type88(4)<Speaker>88식</Speaker>||:우선, 버둥거리지 말고 침착하게 수평을 유지할 것...+그다음, 코를 수면 위로 올리고, 숨은 천천히 뱉고 빠르게 마실 것...+그리고 구조 대상의 등 뒤로 돌아가, 뒤에서부터 팔 아래를 감싸 안을 것...
Type88(4)<Speaker>88식</Speaker>||:됐다, 잡았어요 세르듀코프 씨!+이제 다시 코를 물 밖으로 내밀고...
()<Speaker></Speaker>||:자신의 품에서 얌전히 협조하는 세르듀코프의 신뢰와 안정감을 느끼면서, 88식은 천천히 얕은 곳으로 향했다.
()<Speaker></Speaker>||:그리고 그 과정에서 한 가지 눈치챈 것이 있었다.
Type88(4)<Speaker>88식</Speaker>||<BGM>BGM_Empty</BGM>:...잠깐만요.
()<Speaker></Speaker>||:혹시나 한 마음에 쭉 뻗은 다리가 바닥에 닿았다. 여전히 가슴팍까지밖에 오지 않는 깊이였다.
Type88(4)<Speaker>88식</Speaker>||:......
SPS(2)<Speaker>세르듀코프</Speaker>||:......
()<Speaker></Speaker>||:두 인형은 얼굴이 새빨개진 채 해변으로 걸어 나왔다.
()<Speaker></Speaker>||:백사장의 푹신하고 바싹 마른 모래를 밟자마자, 두 인형은 동시에 발이 미끄러져 넘어졌다.
SPS(2)<Speaker>세르듀코프</Speaker>||:......
Type88(4)<Speaker>88식</Speaker>||:......
SPS(2)<Speaker>세르듀코프</Speaker>||<BGM>m_avg_casual</BGM>:푸흡... 하하하하하!
Type88(4)<Speaker>88식</Speaker>||:헤헤헤...
SPS(2)<Speaker>세르듀코프</Speaker>||:이거야 원...+내 직장 경력 중에서도 손에 꼽을 대형 사고인걸, 하하하...
Type88(4)<Speaker>88식</Speaker>||:아뇨, 다 제 탓이에요...
SPS(2)<Speaker>세르듀코프</Speaker>||:그게 무슨 소리야, 네가 날 구해주지 않았으면 우리 둘 다 그대로 수복실행이었는데.+역시, 널 믿길 잘했어.
Type88(4)<Speaker>88식</Speaker>||:으으... 고마워요, 세르듀코프 씨.+당신이 아니었으면, 전 아직도 그 상자 속에서 벌벌 떨고 있었을 거예요.+바다에 뛰어드는 건 더 말할 필요도 없고...+물론... 물에 들어가자마자...
SPS(2)<Speaker>세르듀코프</Speaker>||:걱정 마, 아무한테도 안 말할게.+대신 내 다리 고장 난 것도 말하지 마...
Type88(4)<Speaker>88식</Speaker>||:저... 근데 우리 뭔가 잊고 있지 않나요?
SPS(2)<Speaker>세르듀코프</Speaker>||:......?+아 맞다, R93!+빨리 지휘관에게 보고하러 가자!
()<Speaker></Speaker>||<黑屏1>:서로 창피한 모습을 웃음으로 감추면서, 두 인형은 함께 햇볕으로 뜨거운 모래사장 위를 달렸다.
