()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:......
QBU88(0)<Speaker>QBU88</Speaker>||<震屏><BGM>BGM_Danger</BGM>:엑, 기한이 겨우 이틀?! 지휘관 대체 무슨 생각이야? 아직 내 수복 비용도... 얼레, 이미 결제됐네?+결제인은... M200. 걔가...
QBU88(0)<Speaker></Speaker>||:생각하고만 있을 겨를이 없어 수복캡슐 밖으로 나온 QBU-88은, 재조립된 어깨 관절을 주무르며 숙소로 돌아갔다.+전장에서 맞닥뜨린 뜻밖의 먹구름이 마음에서 아직 걷히지지도 않았는데, 느닷없이 날아온 막중한 임무가 그녀의 어깨를 다시 짓눌렀다.
QBU88(0)<Speaker>QBU88</Speaker>||<黑屏1>:M200이 지금 괜한 고민하고 있진 않을까 신경쓰이지만, 할일이 갑자기 너무 많이 생겨서 가서 얼굴 볼 시간도 없겠는걸...+우이씨, 유능하면 고생한다지만 지휘관도 사람 너무 부려먹는 거 아니야?
()<Speaker></Speaker>||<BIN>82</BIN><黑屏2>:툴툴대면서도 QBU-88은 발걸음을 서둘렀다.+그리고 역시나, 그녀의 방 문앞에는 소포가 한가득이었다.
QBU88(0)<Speaker>QBU88</Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:하아... 내가 못 살아.+그래 뭐어, 이런 일을 빨리 해치울 수 있는 사람이 나 말고 또 누가 있겠어?+다 내가 이 방면의 전문가인 탓이지요~
()<Speaker></Speaker>||<黑屏2><BIN>9</BIN><BGM>m_avg_casual</BGM>:QBU-88은 낑낑대며 소포들을 방 안으로 옮기곤, 곧바로 재단을 시작했다.
()<Speaker>QBU88</Speaker>||:AR팀... M4A1은 리더니까 디자인을 간결하고 시원하게...+SOP2는... 방방 뛰는 애니까 좀 과감하게 가볼까?+RO635는 조신하고 우아하게... AR-15는... 흐음, 왠지 퇴폐미를 첨가하면 좋을 것 같다. 그리고... M16A1? 처음 보는 이름인데.+자료를 좀 봐야... 오, 엄청 믿음직스러워 보이는 까만 머리 언니네? 길고 우아한 디자인이 어울리겠다.+다음은 KSVK... 비고가 있네. "마인드맵 업그레이드 후의 소체 수치로 제작 바람"? 그렇게 해 달라면야.
()<Speaker></Speaker>||<黑屏1>:......+............
QBU88(0)<Speaker>QBU88</Speaker>||<BIN>82</BIN><黑屏2>:다... 됐다! 으에에... 36시간 논스톱으로...+으흐흐... 뿌듯하지만 어지러... 이제 좀 쉬어야지...
QBU88(0)<Speaker></Speaker>||:QBU-88은 충전 케이블을 소체에 연결하고, 콧노래를 부르며 답신을 보냈다. 곧 있으면 후방지원부에서 사람이 와 드레스를 가져갈 것이고, 그게 다 배송되기만 하면 된다.
()<Speaker></Speaker>||<黑屏1>:똑똑, 금세 문에서 노크 소리가 났다.
ZasM76(0)<Speaker>ZasM76</Speaker>||<BIN>18</BIN><黑屏2>:안녕~ QBU-88, 있어?+종합근무팀을 대신해 부탁받은 드레스를 가지러 왔어.
ZasM76(0);QBU88(0)<Speaker>QBU88</Speaker>||:있어, 들어와. 그런데 이거 다 혼자서 옮기려면 구겨질 텐데, 내가 같이 들어다 줄까?
ZasM76(0)<Speaker>ZasM76</Speaker>;QBU88(0)||:마음은 고맙지만 나 혼자서도 충분해.+오, 이거 내 거야?
ZasM76(0);QBU88(0)<Speaker>QBU88</Speaker>||:응, 프로필에서 네가 그런 디자인을 선호한다길래 반영해서 만들었어.
ZasM76(0)<Speaker>ZasM76</Speaker>;QBU88(0)||:정말 훌륭해... 네가 이런 드레스도 만들 줄 알았구나.+도안이라도 갖고 있었어?
ZasM76(0);QBU88(0)<Speaker>QBU88</Speaker>||:아하하... 뭐, 그런 셈이지.+근데 사실 좀 급하게 만든 거라서, 지휘관이 구해 온 원단이며 장식품이 좋은 덕분이야.
ZasM76(0)<Speaker>ZasM76</Speaker>;QBU88(0)||:무슨 소리야, 재료만 좋으면 뭐해? 다 네 재단 실력이 대단해서지.+멋진 무도회엔 멋들어진 드레스가 있어야 더 빛나는 법이라고. M1911 거랑 비슷한 수준의 드레스라도, 기필코 녀석의 코를 납작하게 만들고 말겠어...
ZasM76(0);QBU88(0)<Speaker>QBU88</Speaker>||:어... 연회가 그런 거 하는 데였나?
ZasM76(0)<Speaker>ZasM76</Speaker>;QBU88(0)||:아차차, 무심코 본심이...+여, 연회야 물론 느긋하게 즐기는 게 주목적이지만 나한텐 좀 다르거든.+게다가, 같은 연회라도 저마다 참석하는 목적이 다르지 않을까?
ZasM76(0);QBU88(0)<Speaker>QBU88</Speaker>||:음... 역시 나도 도와줄게, 빨리 모두한테 나눠 줘야 너도 춤 연습하지.
ZasM76(0)<Speaker>ZasM76</Speaker>;QBU88(0)||:...고마워.
ZasM76(0);QBU88(0)<Speaker>QBU88</Speaker>||:그나저나, 그 말을 들으니 궁금해졌어.+연회의 목적 말이야, 연회에 참석하는 이유는 다들 그냥 먹고 마시고 놀려는 게 아니야?
ZasM76(0)<Speaker>ZasM76</Speaker>;QBU88(0)||:그거야 기본이고!+연회에서 새로운 친구를 사귀고 싶을 수도 있고, 친구와의 우정을 더 깊게 다지고 싶을 수도 있지.+자신을 남들한테 과시하고 싶은 사람도 있을걸?+평소엔 여기저기 불려 가서 싸우기만 하니까, 연회에서 싸움이 아닌 특기를 뽐낼 수 있잖아.
ZasM76(0);QBU88(0)<Speaker>QBU88</Speaker>||:우정을 더 깊게...
ZasM76(0)<Speaker>ZasM76</Speaker>;QBU88(0)||:싸울 땐 우리도 그렇지만 무기의 성능... 그러니까 화력이 중요하잖아?+하지만 이런 연회 같은 데선 총이 아니라 우리가 주인공이니까, 새 친구를 사귀려면 더없이 좋은 기회지.+총을 내려놓고, 인형으로서 타인과 마주하고 스스로가 어떤 인형인지를 보여 주는 거야.
ZasM76(0);QBU88(0)<Speaker>QBU88</Speaker>||:그러니까, 연회의 요지는 먹고 노는 게 아니라, 친구를 사귀거나 하는 일이란 거네?
ZasM76(0)<Speaker>ZasM76</Speaker>;QBU88(0)||:너도 그럴 생각이라면 연회에서 만나는 걸 기대할게.+그래도, 우린 이미 친구라 할 수 있겠지?
ZasM76(0);QBU88(0)<Speaker>QBU88</Speaker>||:그런 셈이지, 친구 친구.+아, 다 왔다.
ZasM76(0)<Speaker>ZasM76</Speaker>;QBU88(0)||:수고했어, 나 혼자서였으면 몇 번이고 왔다갔다했을 텐데.+덕분에 춤 연습할 시간이 늘었어!
ZasM76(0);QBU88(0)<Speaker>QBU88</Speaker>||<BGM>BGM_Empty</BGM><黑屏1>:이 정도 가지고 뭘. 연습 열심히 해.
()<Speaker></Speaker>||<BIN>82</BIN><黑屏2><BGM>BGM_Wake</BGM>:Zas M76과 헤어지고, QBU-88은 숙소로 돌아왔다.+그런데, 방바닥에 잔뜩 어질러진 자투리 옷감과 포장지를 보고 있자니 갑자기 불편한 기분이 들었다.
QBU88(0)<Speaker>QBU88</Speaker>||<黑点1>:이상하다...? 평소 같으면 연회 같은 거 관심 없는데...+그런데 지금은... 엄청 쓸쓸한 기분이야.+조용한 분위기가 이렇게 무거웠나?+불편해... 이상하게 불편해...
ZasM76(0)<Speaker>ZasM76</Speaker>||<BIN>18</BIN><回忆>:싸울 땐 우리도 그렇지만 무기의 성능... 그러니까 화력이 중요하잖아?+하지만 이런 연회 같은 데선 총이 아니라 우리가 주인공이니까, 새 친구를 사귀려면 더없이 좋은 기회지.+총을 내려놓고, 인형으로서 타인과 마주하고 스스로가 어떤 인형인지를 보여 주는 거야.
QBU88(0)<Speaker>QBU88</Speaker>||<黑点2><BIN>82</BIN><关闭蒙版>:여태까진 별거 아니라 생각했는데, 지금은... 엄청 외로운 기분이 드네. 자신에게 더 솔직해져야 하나...+연회에 가고 싶지만... 혼자 가기 싫어.+M200한테 같이 가자 할까? 거절하려나? 가겠다 해도 드레스 같은 거 없으니 그냥 간다 하겠지?+후후, 그건 내가 용납 못하지!
QBU88(0)<Speaker></Speaker>||:잘라낸 넓은 원단을 들고, QBU-88은 육중한 기갑 유닛의 무리를 막아서던 작은 M200의 모습을 머릿속에 그렸다.+그때, 그녀의 제복은 평소처럼 깔끔한 모습이 아닌 격전에 더러워지고 헤졌었다.
QBU88(0)<Speaker>QBU88</Speaker>||:데드라인까지, 앞으로... 5시간.
QBU88(0)<Speaker></Speaker>||<黑点1>:싸우는 이유에 의문을 가지면서도 곤경에 처한 자신을 구하기 위해 나섰던 작은 소녀를 떠올리며, QBU-88은 다시 바늘을 들었다.
()<Speaker></Speaker>||<黑点2>:따르르릉――!+5시간이 지나, 미리 설정해 뒀던 알람이 울렸다.+그에 맞춰 QBU-88도 바늘을 내려놓고, 딱 맞춰 완성한 드레스 두 벌을 보며 흡족하게 고개를 끄덕였다.
QBU88(0)<Speaker>QBU88</Speaker>||:음! 비록 원래 있던 도안을 쓰긴 했지만, 이렇게 짧은 시간 안에 쓰고 남은 옷감만으로 드레스를 두 벌이나 만들다니 역시 나야!
QBU88(0)<Speaker></Speaker>||<黑屏1><SE1>RunStep</SE1>:드레스를 조심스레 들고서, QBU-88은 M200의 숙소로 달려가는 동시에 통신을 걸었다.
M200(0)<Speaker>M200</Speaker><通讯框>||<BIN>18</BIN><黑屏2><SE1>AVG_tele_connect</SE1>:<color=#00CCFF>여보세요, M200입니다.</color>
QBU88(6)<Speaker>QBU88</Speaker>;M200(0)||:M200! 우리 같이 연회 가자!
QBU88(6);M200(0)<Speaker>M200</Speaker>||:<color=#00CCFF>아, QB... 어? 연회?</color>
QBU88(6)<Speaker>QBU88</Speaker>;M200(0)||:내가 네 드레스 만들었어! 얼른 입어 봐!
QBU88(6);M200(0)<Speaker>M200</Speaker>||:<color=#00CCFF>뭐? 그, 그치만...</color>
QBU88(6)<Speaker>QBU88</Speaker>;M200(0)||<黑屏1><SE1>AVG_doorknock_wood</SE1>:나 지금 문앞이니까 문 열어, 빨리!
