()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:......
pp19(0)<Speaker>pp19</Speaker>;NPC-PasserbyM(0)||:하지만 짐칸에서 별 소리 안 들리는데? 마취했어?
pp19(0);NPC-PasserbyM(0)<Speaker>유리안</Speaker>||:어떻게 이렇게 오래 마취해 두겠어? 다 내 운전 실력과 공간 분할, 그리고 최첨단 기술의 집대성 덕분이지.+자랑은 아니지만, 이 트럭에 들인 돈만 해도 아가씨 같은 인형 3명은 만들 수 있을 거야.
pp19(0)<Speaker>pp19</Speaker>;NPC-PasserbyM(0)||:우와아... 비결이라도 있나 보네?
pp19(0);NPC-PasserbyM(0)<Speaker>유리안</Speaker>||:하하, 그렇지! 모의 환경 구성 시뮬레이션으로 녀석들이 지금도 원래 자기가 살던 곳에 있는 것처럼 느끼게 하고, 수 년을 들여서 차의 진동을 최대한으로 줄이는 운전 노하우까지 터득했거든.+내가 이 업계에 발을 들이고 3년 넘게 수습생으로 선배 밑에서 일하면서 배웠지. 이 차도 선배 걸 따라 만든 거야.
pp19(0)<Speaker>pp19</Speaker>;NPC-PasserbyM(0)||:역시 잘 모르겠네, 그럼 이 차가 저 뒤의 동물들보다 비싸?
pp19(0);NPC-PasserbyM(0)<Speaker>유리안</Speaker>||:어... 만약 저 녀석들도 내가 기른 거라 마진을 나 혼자서 독식한다 치면, 한 5번 정도 뛰면 이 차 한 대 사겠네.
pp19(0)<Speaker>pp19</Speaker><Shake>;NPC-PasserbyM(0)||:마진 엄청나네!
pp19(0);NPC-PasserbyM(0)<Speaker>유리안</Speaker>||:내 말이. 그래서 우리 같은 운송업자들은 부랑자들 눈엔 토실토실한 먹잇감이란 거지.+놈들은 우리가 그저 한탕 장사하는 줄로만 알고, 기회만 생기면 뺏으려 든다니까.+최근에 또 강도 무리까지 나타났다던데, 연말만 아니었어도 셜리 데리고 애 엄마 보러 가지도 않았어...
pp19(0);NPC-Shelley(0)<Speaker>셜리</Speaker>||:무서워...
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||:걱정 마 셜리, 내가 꼭 지켜줄게.
pp19(0);NPC-Shelley(0)<Speaker>셜리</Speaker>||:언니 세요?
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||:이 언니가 가늘어 보여도 엄청 강하다고!+그딴 강도들이 총을 들이밀어 봤자, 나 혼자서 열 명은 식은 죽 먹기지!
pp19(0);NPC-Shelley(0)<Speaker>셜리</Speaker>||:언니들은 다 그렇게 대단해요?
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||<BGM>BGM_Empty</BGM>:언니들?
pp19(0);NPC-Shelley(0)<Speaker>셜리</Speaker>||:그... 언니처럼 그리폰에서 일하는 언니들!
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||<BGM>BGM_Hello</BGM>:당연하지, 모두 강해.
pp19(0);NPC-Shelley(0)<Speaker>셜리</Speaker>||:그럼 언니는 얼마나 세요? 언니보다 센 사람 있어요?
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||:꽤... 많지. 하지만 나도 충분히 강하니까 안심해.+강도가 나오기만 하라지, 내가 그놈 총을 분지르고 나무에다 매달아버릴 테니까.
pp19(0);NPC-Shelley(0)<Speaker>셜리</Speaker>||<黑屏1>:응!
()||<黑屏2><BIN>83</BIN>:1시간 후, 트럭이 휴게소에서 멈춰섰다.
NPC-PasserbyM(0)<Speaker>유리안</Speaker>||:잠깐 쉬다 가자.
NPC-Shelley(0)<Speaker>셜리</Speaker>||:우으으... 어지러워...
NPC-PasserbyM(0)<Speaker>유리안</Speaker>||:셜리 멀미 났어? 그럼 여기서 쉬고 있으렴, 아빠는 저기 시장에서 장 좀 보고 올게.
pp19(0)<Speaker>pp19</Speaker>;NPC-PasserbyM(0)||:같이 갈까?
pp19(0);NPC-PasserbyM(0)<Speaker>유리안</Speaker>||:아니, 여기 시장에서 무슨 일이 생기진 않으니 나 대신 셜리랑 차를 지켜 줘.+저 녀석들 무지 사나워서, 누가 안 지켜보면 큰일나기 쉽거든.
pp19(0)<Speaker>pp19</Speaker>;NPC-PasserbyM(0)||:알았어.
pp19(0);NPC-Shelley(0)<Speaker>셜리</Speaker>||:빨리 돌아와야 해요 아빠!
NPC-Shelley(0)<Speaker></Speaker>||:유리안은 딸을 꼬옥 껴안았고, 셜리는 쪽하고 아버지의 뺨에 뽀뽀했다.+유리안이 시장으로 가고, 잠시 후.
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||:셜리, 나 말고 다른 언니 봤어?
pp19(0);NPC-Shelley(0)<Speaker>셜리</Speaker>||:네! 출발하기 전에 봤어요.
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||:어떻게 생긴 언니였어?
pp19(0);NPC-Shelley(0)<Speaker>셜리</Speaker>||:으음... 연보라색 머리에, 검고 하얀 옷에, 엄청 큰 어깨 가방을 메고 있었어요.+날씬하고 예뻐서 선녀 같은 언니였어요.
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||:와아, 정말 선녀 같은 언니였겠네. 그 언니가 어디로 갔는지도 봤어?
pp19(0);NPC-Shelley(0)<Speaker>셜리</Speaker>||:우리 차 뒤쪽으로 갔어요.+그래서 따라가 봤더니 획하고 사라졌어요.
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||:어쩌면 잘못 본 게 아닐 수도 있겠네. 한번 확인해볼까?
NPC-Shelley(0)<Speaker>셜리</Speaker>||<BGM>BGM_Empty</BGM><黑屏1>:응!
()||<黑屏2><BIN>86</BIN><BGM>BGM_Room</BGM>:두 사람은 웃으며 휴게소의 쉼터에서 나와, 트럭 옆까지 왔다.+모의 환경 조성 장치가 작동하는 소리 외에, 화물칸에서 다른 소리는 들리지 않았다.
NPC-Shelley(0)<Speaker>셜리</Speaker>||:아무도 없는 것 같은데요...
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||:이리 와 봐 셜리, 언니가 마술 보여 줄게.
pp19(0);NPC-Shelley(0)<Speaker>셜리</Speaker>||:마술?
pp19(0)<Speaker>pp19</Speaker>||:그래, 마술. 잘 봐... 마술의 제1원칙, 마법의 주문은 바라는대로 이루어진다――
pp19(0)<Speaker>pp19</Speaker>||<黑屏1>:<Size=55>당장 나와 AK-Alfa! 여기 있는 거 다 알아!</Size>
